genus	abstract	link
Dichotomicrobium	Di.cho' to.mi.cro.bi.um. Gr. adj. dichotomus divided, forked; Gr. adj. micrus small; Gr. n. bius life; M.L. neut. n. Dichotomicrobium a forked microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Dichotomicrobium Tetrahedral to spherical cells, 0.8–1.8 × 0.8–2.0 µm, with up to four prosthecae (hyphae) of 0.2–0.3 µm width and varying length. Cells and hyphae may be covered with short, rigid, bent pili. Hyphae and mother cells may branch (fork) dichotomously. Multiplication by terminal bud formation on hyphae or by intercalary budding. Propagation cells initially spherical or pear-shaped, later tetrahedral and never motile. Gram negative, do not form spores. Poly-β-hydroxybutyrate (PHBA) granules may be produced, even within the hyphae. Aerobic, moderately thermophilic and halophilic, require yeast extract for growth. Carbon sources are acetate, malate, succinate, and 2-oxoglutarate. Utilize organic nitrogen sources, such as amino acids or yeast extract; ammonium, nitrite, nitrate, molecular nitrogen, and urea do not serve as nitrogen sources. Oxidase, catalase, and peroxidase positive. Do not grow anaerobically. Occur in saline ponds and lakes with temperatures above 20°C. The mol% G + C of the DNA is: 62–64. Type species: Dichotomicrobium thermohalophilum Hirsch and Hoffmann 1989b, 495 (Effective publication: Hirsch and Hoffmann 1989a, 300.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00817/abstract
Filomicrobium	Fi.lo.mi.cro' bi.um. L. masc. n. filum thread; Gr. adj. micros small; Gr. n. bios life; M.L. neut. n. Filomicrobium threadlike microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Filomicrobium Fusiform cells, 0.5–0.7 × 1.5–4.0 µm, with two or three polar prosthecae, which are about 0.2 µm in diameter and have a length of up to 40 µm or more. Buds are formed at the tips of the prosthecae (Fig. BXII.α.208). Nonmotile. Gram negative. Aerobic and chemoorganotrophic. Utilize some organic acids. C1-compounds are not used as carbon sources. The ubiquinone system is a Q-9 system. Hydroxy fatty acids are of the 3-OH type. The mol% G + C of the DNA is: 62. Type species: Filomicrobium fusiforme Schlesner 1988, 220 (Effective publication: Schlesner 1987, 65.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00818/abstract
Gemmiger	Gem' mi.ger. L. n. gemma a bud; L. v. gero to bear; M.L. masc. n. Gemmiger bud bearer. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Gemmiger Ovoid to hourglass-shaped bacteria, 0.9–2.5 × 1.0 µm, that apparently divide at a constriction, giving the appearance of budding. Rapidly growing organisms may form chains. Gram variable to Gram negative. Do not form spores. Nonmotile and with no external structures. The mol% G + C of the DNA is: 59. Type species: Gemmiger formicilis Gossling and Moore 1975, 206.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00819/abstract
Hyphomicrobium	Hy.pho.mi.cro' bi.um. Gr. hyphe thread; Gr. adj. micros small; Gr. masc. n. bios life; M.L. neut. n. Hyphomicrobium thread-producing microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Hyphomicrobium Cells 0.3–1.2 × 1–3 µm; rod-shaped with pointed ends, or oval, egg-, or bean-shaped; produce monopolar or bipolar filamentous outgrowths (hyphae or prosthecae) of varying length and 0.2–0.3 µm in diameter. Hyphae are not septate, but hyphal cytoplasmic membranes show conspicuous constrictions. Hyphae may be truly branched; secondary branches are rare. Cells stain with carbol fuchsin, but stain weakly with aqueous aniline dyes. Gram negative and non-acid-fast. Do not form spores. The mol% G + C of the DNA is: 59–65 (Tm). Type species: Hyphomicrobium vulgare Stutzer and Hartleb 1898, 76.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00820/abstract
Labrys	Lab' rys. Gr. n. Labrys double-headed ax, an organism resembling a Minoan ax, by the shape of the cell. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Labrys Unicellular flat bacterium; cells possess triangular radial symmetry. Dimensions are 1.1–1.3 × 1.3–1.5 µm. Two to three tapering, short prosthecae (<0.6 µm) protrude from two corners of the triangle; the third remains free and is associated with multiplication. The mol% G + C of the DNA is: 67.9. Type species: Labrys monachus Vasilyeva and Semenov 1985, 375 (Effective publication: Vasilyeva and Semenov 1984, 92.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00821/abstract
Methylorhabdus	Me.thy.lo.rhab' dus. Fr. méthyle the methyl radical; G. n. rhabdos rod; M.L. masc. n. Methylorhabdus methyl rod. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Methylorhabdus Rods 0.4–0.6 × 1.2–2.5 µm. No endospores. Gram negative. Nonmotile. Multiplication is by fission, with constriction. Aerobic, having a strictly respiratory type of metabolism with oxygen as the terminal electron acceptor. Nitrate is reduced to nitrite. Nonpigmented. Growth occurs on nutrient agar and peptone–yeast extract–glucose (PYG) agar. Optimal temperature, 28–34°C; optimal pH, 6.8–7.4. Methyl red and Voges–Proskauer negative. Catalase and urease positive. Oxidase negative. Indole is formed from L-tryptophan in the mineral medium with methanol as a sole carbon and energy source and with KNO3 as the sole nitrogen source. Ammonium ions inhibit deamination of the tryptophan. Chemoorganotrophic. Facultatively methylotrophic; assimilate C1 compounds (dichloromethane, methanol, and methylamine) by the isocitrate lyase-negative variant of the serine pathway. The major ubiquinone is Q-10. The cellular fatty acid profile is characterized by the presence of cis-vaccenic, cyclopropane, and palmitic acids (C18:1 ω7, C19:0 cyclo, and C16:0, respectively). The dominant phospholipids are phosphatidylethanolamine, phosphatidylglycerol, phosphatidylcholine, and cardiolipin. Belongs to the Alphaproteobacteria. The mol% G + C of the DNA is: 66.2 (Tm). Type species: Methylorhabdus multivorans Doronina, Braus-Stromeyer, Leisinger and Trotsenko 1996a, 36 (Effective publication: Doronina, Braus-Stromeyer, Leisinger and Trotsenko 1995, 97.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00822/abstract
Pedomicrobium	Pe.do.mi.cro' bi.um. Gr. n. pedon soil; Gr. adj. micros small; Gr. masc. n. bios life; M.L. neut. n. Pedomicrobium soil microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Pedomicrobium Cells oval, spherical, or rod-shaped, 0.4–2.0 × 0.4–2.5 µm. Up to 5 hyphae (i.e., cellular outgrowths or prosthecae of constant diameter with reproductive function) are formed per cell body. Hyphae are 0.15–0.2 µm in diameter. At least one hypha originates laterally; others may appear at the cell poles. Multiplication is by budding at the hyphal tips, with the long axis of the bud arranged perpendicular to the hyphal axis (Figures 1 and 2). Mature buds either separate from the hyphae as uniflagellated swarmers or remain attached. Extracellular polymers can be stained with ruthenium red and sometimes are visible in India ink mounts as thick capsules around mother cells. Oxidized iron or manganese compounds are deposited on mother cells and later on hyphae. Resting stages are not known. Gram negative, older cells variable. Swarmer cells are motile by a single subpolar or polar flagellum (Figure 3). Other stages of the cell cycle (Figure 4) are nonmotile. Colonies are yellowish or reddish brown to dark brown, due to accumulated iron or manganese oxides. Aerobic. Catalase positive (test is in absence of MnO2 and at neutral pH). Chemoorganotrophic. Acetate is utilized as a carbon source; most strains also grow on caproate or pyruvate. Protein digests, such as yeast extract, peptone, Casamino acids, and soytone, serve as carbon and/or nitrogen sources. Organic nitrogen sources utilized by most strains are glutamate, aspartate, glycine, serine, threonine, and valine. Inorganic nitrogen compounds allow only poor growth of some isolates; nitrate is reduced by most strains. Slow and poor growth occurs on agar media with 0.1–1% fulvic acid iron sesquioxide complexes as sole carbon and nitrogen sources. Vitamin mixtures stimulate growth; lack of vitamins results in pleomorphic cells, which produce large granules of poly-β-hydroxybutyric acid. Growth is inhibited by polymyxin B and neomycin. The mol% G + C of the DNA is: 63–66.8. Type species: Pedomicrobium ferrugineum Aristovskaya 1961, 957, emend. Gebers and Beese 1988, 308.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00823/abstract
Prosthecomicrobium	Pros.the' co.mi.cro.bi.um. Gr. fem. n. prosthece appendage; Gr. adj. micros small; Gr. masc. n. bios life; M.L. neut. n. Prosthecomicrobium appendage (-bearing) microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Prosthecomicrobium Unicellular bacterium with coccobacillary to rod-shaped cells ranging in diameter from 0.8 to 1.2 µm and containing numerous prosthecae extending from all locations on the cell surface. Prosthecae, which may number from 10 to more than 30/cell, are typically short (i.e., <1.0 µm in length); some species, however, also produce longer prosthecae (>2.0 µm). Cells divide by budding. Buds are produced directly from the mother cell, never from tips of prosthecae. Gram negative. Motile and nonmotile species exist. Motile organisms produce single polar to subpolar flagella; one species forms gas vacuoles but not flagella. Obligately aerobic, nonfermentative, heterotrophic. A variety of sugars and organic acids are used as energy sources for growth. All strains tested require one or more B vitamins for growth. Oxidase and catalase positive. Found in soils and fresh and marine waters. The mol% G + C of the DNA is: 64–70. Type species: Prosthecomicrobium pneumaticum Staley 1968, 1940.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00824/abstract
Rhodomicrobium	Rho.do.mi.cro' bi.um. Gr. n. rhodon the rose; Gr. adj. micros small; Gr. n. bios life; M.L. neut. n. Rhodomicroibum red microbe. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Rhodomicrobium Ovoid to elongate-ovoid bacteria showing polar growth and performing a characteristic vegetative growth cycle. This cycle includes the formation of peritrichously flagellated swarmer cells and nonmotile “mother cells”, which form prosthecae from one to several times the length of the mother cell. Daughter cells originate as spherical buds at the end of the prosthecae and may undergo differentiation in various ways. Gram negative, belonging to the Alphaproteobacteria . Internal photosynthetic membranes are of the lamellar type. Photosynthetic pigments are bacteriochlorophyll a and carotenoids of the spirilloxanthin series. The predominant cellular fatty acid is C 18:1 , which comprises more than 80% of the membrane-bound fatty acids. Ubiquinone and rhodoquinone with 10 isoprene units are present, and the lipopolysaccharides are characterized by a glucosamine-containing, phosphate-free lipid A with amide-bound C16:0 3OH. The mol% G + C of the DNA is: 61.8–63.8. Type species: Rhodomicrobium vannielii Duchow and Douglas 1949, 415.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00825/abstract
Rhodoplanes	Rho.do.pla' nes. Gr. n. rhodon rose; Gr. n. planos a wanderer; M.L. masc. n. Rhodoplanes a red wanderer. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Rhodoplanes Cells are rod-shaped, motile by means of polar, subpolar, or lateral flagella, and multiply by budding and asymmetric cell division. They are Gram-negative and belong to the Alphaproteobacteria . Internal photosynthetic membranes are present as lamellar stacks parallel to the cytoplasmic membrane (Fig. BXII.α.232). Photosynthetic pigments are bacteriochlorophyll a and carotenoids of the spirilloxanthin series. Straight-chain, monounsaturated C 18:1 is the predominant component of the cellular fatty acids and C 16:0 is a second major component. Ubiquinones and rhodoquinones with 10 isoprene units (Q-10 and RQ-10) are present. The mol% G + C of the DNA is: 66.8–69.7. Type species: Rhodoplanes roseus (Janssen and Harfoot 1991) Hiraishi and Ueda 1994b, 671 (Rhodopseudomonas rosea Janssen and Harfoot 1991, 27.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00826/abstract
Seliberia	Se.li.be' ri.a. M.L. fem. n. Seliberia of Seliber, named for the Russian microbiologist, Professor G.L. Seliber. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Seliberia Rods, 0.5–0.8 µm in diameter and 1–12 µm in length, with a helically sculptured or furrowed topography. The ends of the cell may be either blunt or rounded. Stellate aggregates (rosettes) of sessile rods joined at one pole, and individual, shorter motile rods (swarmers) occur in the same culture. An adhesive holdfast, secreted at one pole, mediates attachment into rosettes. Growth on appropriate soil extract media may permit formation of round to ovoid “generative cells”. Capsules are not produced, although a thin glycocalyx is produced later in the growth cycle. Resting stages are not known. Gram negative. Following unidirectional polar cell growth, a shorter motile cell (a swarmer) and a longer sessile cell are produced by asymmetric transverse fission. A single subpolar ensheathed flagellum is characteristically present on the swarmer; several lateral flagella, not ensheathed, may also be present. Strictly aerobic. Optimal temperature, 25–30°C; maximum ca. 37°C, minimum 15–20°C. Chemoorganotrophic, having an oxidative type of metabolism. Catalase and oxidase positive. These organisms live in soil and fresh water environments as autochthonous microflora, often where oligotrophic conditions prevail. The mol% G + C of the DNA is: 63–66. Type species: Seliberia stellata Aristovskaya and Parinkina 1963, 55.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00827/abstract
Starkeya	Star.ke' ya. M.L. n. Starkeya of Starkey; named after Robert L. Starkey, who made important contributions to the study of soil microbiology and sulfur biochemistry. Proteobacteria / Alphaproteobacteria / Rhizobiales / Hyphomicrobiaceae / Starkeya Short rods, coccoidal or ellipsoidal cells 0.4–0.8 × 0.8–2.0 µm, occurring singly and, occasionally, in pairs. Nonmotile. Colonies grown on thiosulfate agar (with biotin) are small, smooth, circular, round, and opalescent, becoming white with sulfur. Thiosulfate liquid medium (lacking biotin) becomes turbid and sulfur precipitates during static incubation; thiosulfate is incompletely used, and the pH falls from 7.8 to 5.8. This poor development is due to the requirement for biotin exhibited by the type strain. The organism is facultatively chemolithoautotrophic, but optimal autotrophic development requires biotin, and optimal heterotrophic growth requires yeast extract, biotin, or other additions, such as pantothenate, depending on the organic substrate. Autotrophic growth is also observed with formate when high levels of ribulose 1,5-bisphosphate carboxylase are expressed. Some strains may degrade methylated sulfides. This organism is strictly aerobic, both autotrophically and heterotrophically, and is incapable of denitrification. Oxidizes and grows on thiosulfate and tetrathionate but not on sulfur or thiocyanate. Ammonium salts, nitrates, urea, and glutamate are used as nitrogen sources. Optimal temperature 25–30°C; growth range 10–37°C (no growth at 5°C or 42°C). Optimal pH 7.0; growth range pH 5.7–9.0. Contains ubiquinone Q-10. Major cellular fatty acids are octadecenoic acid and cyclopropane acid of C19; lacks a major hydroxy fatty acid. The lipopolysaccharide lacks heptoses and has only 2,3-diamino-2,3-dideoxyglucose as the backbone sugar. Member of the Alphaproteobacteria. Isolated from soil. Presumably widely distributed. The mol% G + C of the DNA is: 67.3–68.4. Type species: Starkeya novella (Starkey 1934) Kelly, McDonald and Wood 2000, 1800 (Thiobacillus novellus Starkey 1934, 365.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00828/abstract
